,名称,カテゴリ,住所,最寄り駅,築年数,構造,階数,賃料,管理費,敷金,礼金,間取り,専有面積,最寄り駅_抽出,歩行時間
6432,カーサスプレンディッド麹町,賃貸マンション,東京都千代田区麹町２,東京メトロ半蔵門線/半蔵門駅 歩2分,10,10階建,9,130000,10000,130000,130000,1K,25.35,東京メトロ半蔵門線,歩2分
6435,ＪＲ山手線 神田駅 15階建 築17年,賃貸マンション,東京都千代田区神田美倉町,ＪＲ山手線/神田駅 歩5分,17,15階建,3,91000,6000,91000,0,1K,22.58,ＪＲ山手線,歩5分
6436,ＪＲ山手線 神田駅 15階建 築17年,賃貸マンション,東京都千代田区神田美倉町,ＪＲ山手線/神田駅 歩5分,17,15階建,4,103000,6000,103000,0,1K,26.36,ＪＲ山手線,歩5分
6437,ＪＲ山手線 神田駅 15階建 築17年,賃貸マンション,東京都千代田区神田美倉町,ＪＲ山手線/神田駅 歩5分,17,15階建,13,104000,6000,104000,0,1K,25.86,ＪＲ山手線,歩5分
6438,ＪＲ山手線 神田駅 15階建 築17年,賃貸マンション,東京都千代田区神田美倉町,ＪＲ山手線/神田駅 歩5分,17,15階建,12,108000,6000,108000,0,1K,26.36,ＪＲ山手線,歩5分
6459,東京メトロ日比谷線 小伝馬町駅 11階建 築3年,賃貸マンション,東京都千代田区岩本町１,東京メトロ日比谷線/小伝馬町駅 歩5分,3,11階建,9,143000,10000,0,0,1K,30.01,東京メトロ日比谷線,歩5分
6477,ＪＲ山手線 秋葉原駅 地下1地上12階建 築24年,賃貸マンション,東京都千代田区神田佐久間町３,ＪＲ山手線/秋葉原駅 歩4分,24,地下1地上12階建,2,86000,4000,0,0,1K,23.01,ＪＲ山手線,歩4分
6480,ＪＲ中央線 水道橋駅 8階建 築15年,賃貸マンション,東京都千代田区神田三崎町２,ＪＲ中央線/水道橋駅 歩3分,15,8階建,3,122000,10000,0,122000,ワンルーム,34.94,ＪＲ中央線,歩3分
6486,リヴシティ秋葉原,賃貸マンション,東京都千代田区岩本町３,都営新宿線/岩本町駅 歩3分,20,12階建,5,107000,10000,0,0,1K,24.8,都営新宿線,歩3分
6487,リヴシティ秋葉原,賃貸マンション,東京都千代田区岩本町３,都営新宿線/岩本町駅 歩3分,20,12階建,12,110000,10000,0,0,1K,24.8,都営新宿線,歩3分
6488,リヴシティ秋葉原,賃貸マンション,東京都千代田区岩本町３,都営新宿線/岩本町駅 歩3分,20,12階建,9,115000,10000,0,0,1K,24.8,都営新宿線,歩3分
6495,ＪＲ総武線快速 馬喰町駅 12階建 築19年,賃貸マンション,東京都千代田区東神田３,ＪＲ総武線快速/馬喰町駅 歩9分,19,12階建,9,93000,5000,93000,93000,1K,22.4,ＪＲ総武線快速,歩9分
6501,ＪＲ山手線 秋葉原駅 12階建 築18年,賃貸マンション,東京都千代田区岩本町３,ＪＲ山手線/秋葉原駅 歩5分,18,12階建,12,109000,0,109000,109000,1K,31.01,ＪＲ山手線,歩5分
6504,東京メトロ丸ノ内線 御茶ノ水駅 9階建 築49年,賃貸マンション,東京都千代田区神田駿河台１,東京メトロ丸ノ内線/御茶ノ水駅 歩6分,49,9階建,3,110000,11000,220000,110000,2DK,23.84,東京メトロ丸ノ内線,歩6分
6507,ＪＲ中央線 神田駅 12階建 築7年,賃貸マンション,東京都千代田区神田司町２,ＪＲ中央線/神田駅 歩6分,7,12階建,11,146000,10000,146000,0,1DK,33.09,ＪＲ中央線,歩6分
6513,K-suite外神田,賃貸マンション,東京都千代田区外神田６,東京メトロ銀座線/末広町駅 歩3分,3,地下1地上5階建,2,117000,7000,0,0,ワンルーム,20.64,東京メトロ銀座線,歩3分
6516,ＪＲ総武線 浅草橋駅 12階建 築19年,賃貸マンション,東京都千代田区東神田３,ＪＲ総武線/浅草橋駅 歩3分,19,12階建,12,81000,10000,0,0,1K,22.44,ＪＲ総武線,歩3分
6528,ＣＫ１２６,賃貸マンション,東京都千代田区神田神保町１,都営新宿線/神保町駅 歩3分,7,5階建,4,72000,3000,0,0,ワンルーム,9.21,都営新宿線,歩3分
6529,ＣＫ１２６,賃貸マンション,東京都千代田区神田神保町１,都営新宿線/神保町駅 歩3分,7,5階建,2,76000,3000,0,0,ワンルーム,12.13,都営新宿線,歩3分
6537,ＪＲ総武線快速 馬喰町駅 地下1地上12階建 築19年,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,19,地下1地上12階建,11,107000,9000,0,53500,1K,22.7,ＪＲ総武線快速,歩5分
6543,メイクスデザイン秋葉原,賃貸マンション,東京都千代田区神田須田町２,ＪＲ山手線/秋葉原駅 歩4分,22,10階建,3,97000,10500,0,97000,ワンルーム,22.07,ＪＲ山手線,歩4分
6549,ガラ・ステージ神田,賃貸マンション,東京都千代田区神田須田町１,東京メトロ丸ノ内線/淡路町駅 歩2分,19,13階建,8,90000,10000,90000,180000,1K,23.21,東京メトロ丸ノ内線,歩2分
6562,都営新宿線 市ケ谷駅 7階建 築20年,賃貸マンション,東京都千代田区四番町,都営新宿線/市ケ谷駅 歩5分,20,7階建,7,235000,6000,235000,235000,1LDK,46.61,都営新宿線,歩5分
6570,ＤＵＡＲＥＳ麹町,賃貸マンション,東京都千代田区麹町５,東京メトロ南北線/四ツ谷駅 歩6分,12,10階建,5,138000,0,138000,138000,1K,26.56,東京メトロ南北線,歩6分
6579,アビデ市ヶ谷五番町,賃貸マンション,東京都千代田区五番町,ＪＲ中央線/市ケ谷駅 歩4分,24,7階建,5,125000,0,125000,125000,ワンルーム,24.97,ＪＲ中央線,歩4分
6591,ＪＲ山手線 神田駅 15階建 築21年,賃貸マンション,東京都千代田区岩本町１,ＪＲ山手線/神田駅 歩5分,21,15階建,3,127000,10000,127000,127000,1K,30.13,ＪＲ山手線,歩5分
6597,ｔａｌｉｅｓｉｎ　ＣＹ,賃貸マンション,東京都千代田区飯田橋１,ＪＲ中央線/飯田橋駅 歩5分,5,8階建,7,150000,10000,150000,150000,ワンルーム,30.3,ＪＲ中央線,歩5分
6598,ｔａｌｉｅｓｉｎ　ＣＹ,賃貸マンション,東京都千代田区飯田橋１,ＪＲ中央線/飯田橋駅 歩5分,5,8階建,2,164000,10000,164000,164000,ワンルーム,30.3,ＪＲ中央線,歩5分
6599,ｔａｌｉｅｓｉｎ　ＣＹ,賃貸マンション,東京都千代田区飯田橋１,ＪＲ中央線/飯田橋駅 歩5分,5,8階建,2,174000,10000,174000,174000,ワンルーム,30.34,ＪＲ中央線,歩5分
6606,ＪＲ総武線 浅草橋駅 13階建 築22年,賃貸マンション,東京都千代田区東神田３,ＪＲ総武線/浅草橋駅 歩3分,22,13階建,9,87000,8000,87000,87000,1K,25.83,ＪＲ総武線,歩3分
6609,東京メトロ丸ノ内線 淡路町駅 12階建 築17年,賃貸マンション,東京都千代田区神田多町２,東京メトロ丸ノ内線/淡路町駅 歩2分,17,12階建,8,98500,10000,98500,98500,1K,23.75,東京メトロ丸ノ内線,歩2分
6615,スカイコート神田弐番館,賃貸マンション,東京都千代田区神田多町２,ＪＲ山手線/神田駅 歩3分,19,13階建,13,109500,9500,0,0,ワンルーム,24.01,ＪＲ山手線,歩3分
6622,東京メトロ東西線 九段下駅 14階建 築18年,賃貸マンション,東京都千代田区九段北１,東京メトロ東西線/九段下駅 歩1分,18,14階建,7,112000,10000,112000,112000,1K,23.97,東京メトロ東西線,歩1分
6636,ＪＲ山手線 秋葉原駅 13階建 築3年,賃貸マンション,東京都千代田区東神田１,ＪＲ山手線/秋葉原駅 歩9分,3,13階建,8,225000,10000,0,0,2DK,47.57,ＪＲ山手線,歩9分
6639,ア－バン　シュプリ－ム　秋葉原,賃貸マンション,東京都千代田区神田和泉町,ＪＲ総武線/浅草橋駅 歩6分,7,5階建,3,90000,3000,90000,90000,1K,20.38,ＪＲ総武線,歩6分
6642,VIDA＃017,賃貸マンション,東京都千代田区東神田２,ＪＲ総武線/浅草橋駅 歩5分,22,11階建,6,85000,10000,0,0,1K,24.87,ＪＲ総武線,歩5分
6643,VIDA＃017,賃貸マンション,東京都千代田区東神田２,ＪＲ総武線/浅草橋駅 歩5分,22,11階建,7,90000,6000,90000,90000,1K,24.87,ＪＲ総武線,歩5分
6651,東京メトロ有楽町線 麹町駅 10階建 築21年,賃貸マンション,東京都千代田区麹町２,東京メトロ有楽町線/麹町駅 歩3分,21,10階建,5,115000,10000,115000,115000,ワンルーム,27.89,東京メトロ有楽町線,歩3分
6657,ilusa,賃貸マンション,東京都千代田区神田小川町３,都営三田線/神保町駅 歩4分,22,6階建,2,215000,15000,430000,0,ワンルーム,48.77,都営三田線,歩4分
6658,ilusa,賃貸マンション,東京都千代田区神田小川町３,都営三田線/神保町駅 歩4分,22,6階建,3,218000,15000,436000,0,ワンルーム,49.55,都営三田線,歩4分
6666,都営新宿線 小川町駅 9階建 築20年,賃貸マンション,東京都千代田区神田小川町３,都営新宿線/小川町駅 歩2分,20,9階建,7,102000,7000,0,0,1K,22.29,都営新宿線,歩2分
6669,ＣＫ３３２,賃貸マンション,東京都千代田区九段南３,都営新宿線/市ケ谷駅 歩6分,4,5階建,4,90000,3000,0,0,1K,12.72,都営新宿線,歩6分
6675,ＪＲ山手線 神田駅 11階建 築20年,賃貸マンション,東京都千代田区内神田３,ＪＲ山手線/神田駅 歩2分,20,11階建,3,95000,5000,95000,0,1K,23.98,ＪＲ山手線,歩2分
6684,トーアホワイトハイツ,賃貸マンション,東京都千代田区飯田橋２,ＪＲ中央線/飯田橋駅 歩7分,41,8階建,3,160000,0,320000,320000,2DK,42.9,ＪＲ中央線,歩7分
6687,ダイアパレス水道橋,賃貸マンション,東京都千代田区神田三崎町３,ＪＲ中央線/水道橋駅 歩3分,26,12階建,7,79000,6000,79000,79000,1K,22.95,ＪＲ中央線,歩3分
6690,東京メトロ半蔵門線 半蔵門駅 7階建 築47年,賃貸マンション,東京都千代田区一番町,東京メトロ半蔵門線/半蔵門駅 歩2分,47,7階建,6,165000,10000,165000,165000,1LDK,41.1,東京メトロ半蔵門線,歩2分
6711,クレール平河町,賃貸マンション,東京都千代田区平河町２,東京メトロ千代田線/国会議事堂前駅 歩10分,42,11階建,4,360000,32800,360000,0,1LDK,80.35,東京メトロ千代田線,歩10分
6720,都営新宿線 小川町駅 地下1地上6階建 築34年,賃貸マンション,東京都千代田区神田美土代町,都営新宿線/小川町駅 歩2分,34,地下1地上6階建,4,330000,0,660000,660000,1LDK,80.74,都営新宿線,歩2分
6723,都営新宿線 岩本町駅 13階建 築20年,賃貸マンション,東京都千代田区神田須田町２,都営新宿線/岩本町駅 歩1分,20,13階建,6,95000,9000,0,0,1K,22.99,都営新宿線,歩1分
6726,マートルコート麹町,賃貸マンション,東京都千代田区九段南３,東京メトロ南北線/市ケ谷駅 歩4分,41,14階建,13,99000,8000,99000,99000,1K,27.3,東京メトロ南北線,歩4分
6727,マートルコート麹町,賃貸マンション,東京都千代田区九段南３,東京メトロ南北線/市ケ谷駅 歩4分,41,14階建,11,125000,10000,125000,125000,1K,37.66,東京メトロ南北線,歩4分
6728,マートルコート麹町,賃貸マンション,東京都千代田区九段南３,東京メトロ南北線/市ケ谷駅 歩4分,41,14階建,7,150000,10000,300000,150000,ワンルーム,37.66,東京メトロ南北線,歩4分
6738,ＪＲ総武線 御茶ノ水駅 4階建 築4年,賃貸マンション,東京都千代田区外神田２,ＪＲ総武線/御茶ノ水駅 歩7分,4,4階建,3,106000,5000,561800,1123600,1K,23.15,ＪＲ総武線,歩7分
6747,菱和パレス九段,賃貸マンション,東京都千代田区九段北４,ＪＲ中央線/市ケ谷駅 歩5分,26,7階建,2,94000,10500,0,94000,ワンルーム,22.0,ＪＲ中央線,歩5分
6762,御茶ノ水ロイヤルハイツ犬塚ビル,賃貸マンション,東京都千代田区神田猿楽町２,東京メトロ丸ノ内線/御茶ノ水駅 歩9分,47,10階建,5,220000,0,440000,220000,2LDK,67.87,東京メトロ丸ノ内線,歩9分
6765,東京メトロ東西線 大手町駅 14階建 築19年,賃貸マンション,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分,19,14階建,8,97000,10000,97000,97000,ワンルーム,24.25,東京メトロ東西線,歩6分
6766,東京メトロ東西線 大手町駅 14階建 築19年,賃貸マンション,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分,19,14階建,14,103000,10000,103000,103000,ワンルーム,23.31,東京メトロ東西線,歩6分
6767,東京メトロ東西線 大手町駅 14階建 築19年,賃貸マンション,東京都千代田区神田錦町１,東京メトロ東西線/大手町駅 歩6分,19,14階建,4,121000,10000,121000,121000,ワンルーム,29.98,東京メトロ東西線,歩6分
6774,ＪＲ山手線 秋葉原駅 12階建 築17年,賃貸マンション,東京都千代田区東神田２,ＪＲ山手線/秋葉原駅 歩7分,17,12階建,7,111000,15000,111000,111000,1K,30.29,ＪＲ山手線,歩7分
6783,パークサイド九段,賃貸マンション,東京都千代田区神田神保町２,東京メトロ半蔵門線/神保町駅 歩1分,23,11階建,4,89000,5000,89000,89000,1K,22.32,東京メトロ半蔵門線,歩1分
6786,東京メトロ丸ノ内線 淡路町駅 9階建 築51年,賃貸マンション,東京都千代田区神田淡路町１,東京メトロ丸ノ内線/淡路町駅 歩2分,51,9階建,8,280000,20000,280000,280000,1LDK,62.8,東京メトロ丸ノ内線,歩2分
6792,千代田タワーアネックス,賃貸マンション,東京都千代田区岩本町３,ＪＲ山手線/秋葉原駅 歩6分,21,11階建,10,95000,10500,0,95000,ワンルーム,22.9,ＪＲ山手線,歩6分
6795,ＪＲ山手線 秋葉原駅 11階建 築21年,賃貸マンション,東京都千代田区岩本町３,ＪＲ山手線/秋葉原駅 歩6分,21,11階建,9,95000,10500,0,95000,ワンルーム,22.9,ＪＲ山手線,歩6分
6798,九段シルバーパレス,賃貸マンション,東京都千代田区九段南４,ＪＲ中央線/市ケ谷駅 歩4分,39,10階建,7,90000,0,90000,90000,ワンルーム,23.45,ＪＲ中央線,歩4分
6801,マンションエイキ,賃貸マンション,東京都千代田区九段南２,東京メトロ東西線/九段下駅 歩8分,52,5階建,3,95000,0,95000,95000,2DK,34.5,東京メトロ東西線,歩8分
6804,都営三田線 神保町駅 10階建 築8年,賃貸マンション,東京都千代田区神田猿楽町１,都営三田線/神保町駅 歩7分,8,10階建,4,84000,6000,84000,0,ワンルーム,18.78,都営三田線,歩7分
6810,イルサ【ilusa】,賃貸マンション,東京都千代田区神田小川町３,東京メトロ半蔵門線/神保町駅 歩2分,22,地下1地上6階建,2,215000,15000,430000,0,ワンルーム,49.55,東京メトロ半蔵門線,歩2分
6816,東京メトロ半蔵門線 神保町駅 5階建 築55年,賃貸マンション,東京都千代田区神田神保町１,東京メトロ半蔵門線/神保町駅 歩1分,55,5階建,4,180000,10000,180000,180000,1LDK,59.5,東京メトロ半蔵門線,歩1分
6822,サンハイツ九段,賃貸マンション,東京都千代田区飯田橋１,東京メトロ東西線/飯田橋駅 歩6分,43,10階建,9,95000,5000,190000,0,ワンルーム,29.88,東京メトロ東西線,歩6分
6825,ライオンズマンション九段,賃貸マンション,東京都千代田区九段南３,ＪＲ中央線/市ケ谷駅 歩7分,45,地下2地上7階建,2,155000,0,155000,155000,1LDK,35.72,ＪＲ中央線,歩7分
6831,東京メトロ半蔵門線 半蔵門駅 6階建 築41年,賃貸マンション,東京都千代田区二番町,東京メトロ半蔵門線/半蔵門駅 歩9分,41,6階建,2,580000,0,1160000,580000,2LDK,115.27,東京メトロ半蔵門線,歩9分
6837,九段フラワーホーム,賃貸マンション,東京都千代田区九段北４,都営新宿線/市ケ谷駅 歩4分,45,9階建,7,72000,10000,72000,72000,ワンルーム,21.07,都営新宿線,歩4分
6838,九段フラワーホーム,賃貸マンション,東京都千代田区九段北４,都営新宿線/市ケ谷駅 歩4分,45,9階建,6,83000,0,83000,0,1K,20.77,都営新宿線,歩4分
6846,東京メトロ東西線 竹橋駅 4階建 築56年,賃貸マンション,東京都千代田区神田錦町３,東京メトロ東西線/竹橋駅 歩5分,56,4階建,3,92000,5000,92000,0,1DK,26.5,東京メトロ東西線,歩5分
6849,天兵ビル,賃貸マンション,東京都千代田区神田須田町１,東京メトロ丸ノ内線/淡路町駅 歩1分,57,4階建,4,130000,15000,130000,130000,1SDK,35.85,東京メトロ丸ノ内線,歩1分
6852,アマビーレ神田猿楽町,賃貸マンション,東京都千代田区神田猿楽町２,ＪＲ中央線/御茶ノ水駅 歩8分,6,4階建,1,100000,5000,100000,100000,1K,22.99,ＪＲ中央線,歩8分
6855,東神田ＭＫビル,賃貸マンション,東京都千代田区東神田１,ＪＲ総武線快速/馬喰町駅 歩5分,62,5階建,4,100000,0,100000,100000,1DK,42.65,ＪＲ総武線快速,歩5分
